D/2,F:min
D/2,A
D/2,E
D/2,D
D/2,G
D/2,A
D/2,D:min
D/2,D
E:aug,E
E:aug,A:min
E:aug,C
E:aug,E
E:aug,E
E:aug,F:min
E:aug,E
E:aug,C
E:aug,C
E:aug,E:min
E:aug,E
E:aug,E
E:aug,C
E:aug,A:min
E:aug,E:min
E:aug,E
E:aug,E
E:aug,C
E:aug,E:min
E:aug,A:min
E:aug,E:min
G:dim7,C:min
G:dim7,C#
G:dim7,C:min
G:dim7,C:min
G:dim7,C#
G:dim7,A:min
B:aug/3,E
B:aug/3,B
B:aug/3,G
B:aug/3,B
B:aug/3,B
G:dim7,C#
G:dim7,C#
G:dim7,C#
B:aug/3,G:min
B:aug/3,B
B:aug/3,B
B:aug/3,B
B:aug/3,G
G:dim7,C#
G:dim7,C#
G:dim7,C#
G:dim7,C#
G:dim7,B
"E:aug(9,11)",N
"E:aug(9,11)",G#
"E:aug(9,11)",G#
"E:aug(9,11)",G#
"E:aug(9,11)",A:min
"E:aug(9,11)",G#
"E:aug(9,11)",D:min
C:aug,C:min
C:aug,G#
C:aug,C:min
C:aug,E
C:aug,F:min
C:aug,C:min
C:aug,E
C:aug,C:min
C:aug,C:min
C:aug,E
C#:min/4,D:min
C#:min/4,C:min
C:aug,C:min
C:aug,G#
C:aug,C:min
C:aug,E
C:aug,C:min
C:aug,C:min
C:aug,E
C:aug,E
C:aug,C:min
C:aug,E
F#:dim,F
F#:dim,F:min
F#:dim,F:min
F#:dim,G:min
F#:dim,A:min
F#:dim,F:min
F#:dim,D
F#:dim,F
F#:dim,C
F#:dim,D
F#:dim,F:min
F#:dim,F:min
F#:dim,F
F#:dim,C
F#:dim,A:min
F#:dim,D:min
F#:dim,D:min
F#:dim,F
F#:dim,C
F#:dim,C
F#:dim,F:min
F#:dim,D:min
F#:dim,G:min
F#:dim,G
F#:dim,F:min
F#:dim,C:min
F#:dim,A:min
F#:dim,D:min
F#:dim,C
F#:dim,F:min
F#:dim,D:min
F#:dim,A#
F#:sus4,A
F#:sus4,B
D:maj/2,B
D:maj/2,A
D:maj/2,A
D:maj/2,A:min
D:maj/2,E:min
D:maj/2,E:min
D:maj/2,A
D:maj/2,A:min
D:maj/2,D
D:maj/2,E
D:maj/2,E
D:maj/2,A
D:maj/2,A
D:maj/2,E:min
D:maj/2,E
F#:dim/b3,A:min
F#:dim/b3,F:min
F#:dim/b3,A:min
F#:dim/b3,A:min
F#:dim/b3,A
G:sus4(b7),D:min
G:sus4(b7),D:min
G:sus4(b7),G
G:sus4(b7),G
G:sus4(b7),G
G:sus4(b7),D:min
G:sus4(b7),C:min
G:sus4/5,B:min
G:sus4/5,C
G:sus4/5,C
F:dim,F#
F:dim,G:min
F:dim,F#
F:dim,B
F:dim,F#
F:dim,B
F:dim,F#
F:dim,B
F:dim,F#
F:dim,B
F:dim,F#
F:dim,G:min
F:dim,F#
F:dim,B
F:dim,F#
F:dim,G:min
B:aug,A
B:aug,B
B:aug,B
B:aug,A
B:aug,B
B:aug,G:min
B:aug,A
B:aug,B
B:aug,B
B:aug,A
B:aug,B
B:aug,F:min
A:sus4,B
A:sus4,A
A:sus4,A
"F#:(1,4,b7)",N
"F#:(1,4,b7)",F:min
"F#:(1,4,b7)",E
F#:sus4,B:min
F#:sus4,B
F#:sus4,F#
F#:sus4,F#
F#:sus4,B:min
F#:sus4,B:min
F#:sus4,A:min
F#:sus4,A:min
F#:sus4,F#
F#:sus4,B
F#:sus4,F#
F#:sus4,C#
F#:sus4,F#
F#:sus4,B:min
F#:sus4,F#
F#:sus4,F#
F#:sus4,F#
F#:sus4,F#
F#:sus4,B
F#:sus4,A#
F#:sus4,B
F#:sus4,C#
F#:sus4,F#
F#:sus4,F#
F#:sus4,F#
F#:sus4,F#
F#:sus4,B:min
F#:sus4,F#
F#:sus4,A:min
F#:sus4,C#
