D/2,D
D/2,F:min
D/2,C:min
D/2,F
D/2,D
D/2,F:min
D/2,D:min
D/2,B
E:aug,E
E:aug,A:min
E:aug,B
E:aug,E
E:aug,C:min
E:aug,B:min
E:aug,E
E:aug,B
E:aug,C:min
E:aug,A
E:aug,G#
E:aug,C:min
E:aug,A
E:aug,B
E:aug,D:min
E:aug,B
G:dim7,C:min
G:dim7,C#
G:dim7,C#
G:dim7,C:min
B:aug/3,G:min
B:aug/3,E
B:aug/3,G:min
B:aug/3,E
B:aug/3,B
G:dim7,F#
G:dim7,C#
G:dim7,C:min
B:aug/3,G:min
B:aug/3,E
B:aug/3,B
G:dim7,E
G:dim7,F#
G:dim7,C#
G:dim7,C:min
"E:aug(9,11)",N
"E:aug(9,11)",G#
"E:aug(9,11)",A:min
"E:aug(9,11)",G#
"E:aug(9,11)",B
C:aug,E
C:aug,D#
C:aug,C#
C:aug,E
C:aug,D#
C#:min/4,F:min
C#:min/4,A
C:aug,B
C:aug,E
C:aug,C:min
C:aug,E
C:aug,C:min
C:aug,E
F#:dim,F
F#:dim,F:min
F#:dim,G
F#:dim,A:min
F#:dim,F:min
F#:dim,F
F#:dim,C
F#:dim,D
F#:dim,F:min
F#:dim,F
F#:dim,C
F#:dim,D
F#:dim,F:min
F#:dim,C
F#:dim,A:min
F#:dim,D:min
F#:dim,F:min
F#:dim,C
F#:dim,A#
F#:dim,A
F#:dim,F
F#:dim,C
F#:dim,F
F#:dim,G#
F#:dim,A:min
F#:dim,C
F#:sus4,A
F#:sus4,G#
D:maj/2,D:min
D:maj/2,D
D:maj/2,A
D:maj/2,F#
D:maj/2,D:min
D:maj/2,E:min
D:maj/2,A
D:maj/2,F#
D:maj/2,D:min
F#:dim/b3,A:min
F#:dim/b3,C
F#:dim/b3,A:min
F#:dim/b3,A
F#:dim/b3,D
G:sus4(b7),D:min
G:sus4(b7),G
G:sus4(b7),D:min
G:sus4(b7),C
G:sus4/5,C
G:sus4/5,C:min
F:dim,C:min
F:dim,F#
F:dim,C:min
F:dim,F:min
F:dim,A
F:dim,F:min
F:dim,E:min
F:dim,F:min
F:dim,E:min
F:dim,G
F:dim,E:min
F:dim,D
F:dim,D
B:aug,G:min
B:aug,A
B:aug,F:min
B:aug,C:min
B:aug,E
B:aug,A
B:aug,C#
B:aug,G:min
B:aug,C#
B:aug,C#
B:aug,D#
B:aug,C#
A:sus4,D
A:sus4,G
"F#:(1,4,b7)",N
"F#:(1,4,b7)",F:min
"F#:(1,4,b7)",E
F#:sus4,F#
F#:sus4,B
F#:sus4,F#
F#:sus4,F#
F#:sus4,B:min
F#:sus4,F#
F#:sus4,A:min
F#:sus4,A:min
F#:sus4,F#
F#:sus4,B
F#:sus4,C#
F#:sus4,F#
F#:sus4,F#
F#:sus4,F#
F#:sus4,D#
F#:sus4,C#
F#:sus4,B:min
F#:sus4,B:min
F#:sus4,D:min
F#:sus4,F#
F#:sus4,F#
F#:sus4,F#
F#:sus4,B:min
F#:sus4,C#
F#:sus4,F#
F#:sus4,A:min
F#:sus4,A:min
F#:sus4,F#
F#:sus4,B:min
F#:sus4,F#
F#:sus4,F#
F#:sus4,B:min
F#:sus4,F#
F#:sus4,C#
F#:sus4,A:min
F#:sus4,A:min
F#:sus4,B:min
F#:sus4,F#
F#:sus4,C#
F#:sus4,D#
F#:sus4,B
F#:sus4,F#
F#:sus4,G#
F#:sus4,G:min
F#:sus4,D#
F#:sus4,B
F#:sus4,A#
F#:sus4,F#
F#:sus4,F#
F#:sus4,A:min
F#:sus4,A:min
F#:sus4,F#
F#:sus4,B
F#:sus4,F#
F#:sus4,F#
F#:sus4,A:min
F#:sus4,G:min
F#:sus4,G#
F#:sus4,G#
F#:sus4,C#
F#:sus4,F:min
F#:sus4,B
F#:sus4,F#
F#:sus4,A#
F#:sus4,F#
F#:sus4,B:min
F#:sus4,B
F#:sus4,A#
E/#4,A#
E/#4,A
E/4,A
E/4,E
D:sus4,D
D:sus4,G
D:sus4,A
D/2,D
D:(1),D
D:(1),F#
D:(1),A
A:(1),D
A:(1),A
A:(1),A:min
A:(1),C#
A:(1),F:min
A:(1),C:min
A:(1),E
A:(1),D:min
D:sus4,C
D:sus4,G
D:maj(2),D:min
D:maj(2),D
D:sus4,C
D:sus4,C:min
D:maj(2),D:min
D:maj(2),D
D:sus4,D
D:sus4,B:min
D:maj(2),B
D:maj(2),C#
D:sus4,G:min
D:sus4,B:min
D:maj(2),C:min
D:maj(2),G
A:sus2,A
A:sus2,F:min
A:sus2,A
A:sus2,A:min
A:sus2,A
A:sus4,A
A:sus2,A:min
A:sus2,E
A:sus2,A
A:sus4,A
A:sus4,A
A:sus2,F#
A:sus2,A
A:sus2,A:min
A:sus4,A:min
A:sus2,F:min
A:sus2,G#
A:sus2,A:min
A:sus2,F#
A:sus4,F#
A:sus4,A
A:sus2,A#
A:sus2,G:min
A:sus2,F:min
A:sus4,F:min
A:sus4,C:min
A:sus2,A:min
A:sus2,F#
A:sus2,A:min
A:sus4,A:min
A:sus4,A:min
A:sus2,C:min
A:sus2,A:min
A:sus2,G#
A:sus2,A#
A:sus4,A#
A:sus4,F
A:sus2,A#
A:sus2,E
A:sus2,D:min
A:sus4,D:min
A:sus4,A#
A:sus2,E
A:sus2,A:min
A:sus2,A
A:sus2,B
A:sus4,B
A:sus4,A#
A:sus2,C:min
A:sus2,A
A:sus2,A:min
A:sus2,A#
A:sus4,A#
A:sus4,A:min
A:sus2,A
A:sus2,A:min
A:sus4,A:min
A:sus4,A#
A:sus2,C:min
A:sus2,D:min
A:sus4,D:min
A:sus4,C#
A:sus2,C:min
A:sus2,C#
A:sus2,G#
A:sus2,A
A:sus4,A
B:(6),N
B:(6),A#
B:(1),A#
B:(6),A#
B:(6),C
G:(1),N
G:(1),F#
G:(7),F#
G:(6),F#
G:(6),D
G:aug,G
G:aug,G:min
G:aug,G
G:aug,G
G:aug,F#
G:aug,G
G:aug,G:min
G:aug,F
G:aug,G
F:maj(*3),N
F:maj(*3),F
F:maj(*3),F
A:sus4/5,F
A:sus4/5,A:min
E:min7(4),F
E:min7(4),F
E:min7(4),F:min
A:sus4/5,F
E:min7(4),F
E:min7(4),F
E:min7(4),F
"A:min7(*5,b6)",G
"A:min7(*5,b6)",G:min
"A:min7(*5,b6)",D:min
"A:min7(*5,b6)",F
"A:min7(*5,b6)",D:min
"A:min7(*5,b6)",F
"A:min7(*5,b6)",G
"A:min7(*5,b6)",D:min
"A:min7(*5,b6)",A
"A:min7(*5,b6)",F
"A:min7(*5,b6)",D:min
A:min(*5),D
A:min(*5),G
A:min(*5),D
A:min(*5),G
A:min(*5),A
"A:min7(*5,b6)",D
"A:min7(*5,b6)",G
"A:min7(*5,b6)",D
"A:min7(*5,b6)",B:min
"A:min7(*5,b6)",G
"A:min7(*5,b6)",B:min
B:hdim7/b3,F
B:hdim7/b3,A#
B:hdim7/b3,B:min
B:hdim7/b3,G:min
D:dim7,G:min
D:dim7,B:min
D:dim7,D:min
D:dim7,D
D:dim7,D:min
E:sus4(b7),B
E:sus4(b7),E:min
E:sus4(b7),B
B:hdim7/b3,F
B:hdim7/b3,A
B:hdim7/b3,D:min
B:hdim7/b3,C#
B:hdim7/b3,A:min
D:dim7,A:min
D:dim7,E
D:dim7,B:min
D:dim7,E
E:sus4(b7),A
E:sus4(b7),E:min
E:sus4(b7),B
E:sus4(b7),D:min
A:sus4,F:min
A:sus4,A:min
A:sus4,D
G:sus4,A
G:sus4,F#
A:sus4,D:min
