D/2,A
D/2,F:min
D/2,A#
D/2,D:min
D/2,A:min
D/2,D
E:aug,A:min
E:aug,C:min
E:aug,F:min
E:aug,E
E:aug,E:min
E:aug,F:min
E:aug,C
E:aug,C:min
E:aug,C
E:aug,A
E:aug,F:min
G:dim7,C#
G:dim7,B
G:dim7,C#
G:dim7,E
B:aug/3,B
B:aug/3,B:min
G:dim7,C:min
G:dim7,B
B:aug/3,B
B:aug/3,B:min
G:dim7,C#
G:dim7,E:min
"E:aug(9,11)",G#
"E:aug(9,11)",F:min
"E:aug(9,11)",B
"E:aug(9,11)",C#
C:aug,C:min
C:aug,E
C:aug,C:min
C:aug,E
C#:min/4,C:min
C:aug,C:min
C:aug,E
C:aug,C:min
C:aug,E
F#:dim,F:min
F#:dim,G:min
F#:dim,D
F#:dim,G
F#:dim,F
F#:dim,D
F#:dim,D#
F#:dim,C
F#:dim,D:min
F#:dim,G:min
F#:dim,C
F#:dim,B
F#:dim,D#
F#:dim,F:min
F#:dim,C:min
F#:dim,G:min
F#:dim,C
F#:dim,D
F#:dim,D#
F#:sus4,B
F#:sus4,A
D:maj/2,A
D:maj/2,A:min
D:maj/2,A
D:maj/2,A:min
D:maj/2,D
D:maj/2,A
D:maj/2,A
D:maj/2,E:min
D:maj/2,E
F#:dim/b3,A:min
F#:dim/b3,A
F#:dim/b3,F#
G:sus4(b7),G
G:sus4(b7),C:min
G:sus4(b7),D
G:sus4/5,G
G:sus4/5,G:min
F:dim,G
F:dim,B:min
F:dim,B
F:dim,G
F:dim,B
F:dim,G
F:dim,B
F:dim,D
F:dim,B:min
F:dim,G
F:dim,B
F:dim,D
F:dim,B
F:dim,D
B:aug,F:min
B:aug,G:min
B:aug,B
B:aug,G:min
B:aug,B
B:aug,G:min
B:aug,B
B:aug,C:min
A:sus4,F:min
"F#:(1,4,b7)",E
"F#:(1,4,b7)",A
F#:sus4,B:min
F#:sus4,F#
F#:sus4,B:min
F#:sus4,F#
F#:sus4,A:min
F#:sus4,F#
F#:sus4,F#
F#:sus4,C#
F#:sus4,F#
F#:sus4,F#
F#:sus4,F#
F#:sus4,D:min
